longitude	latitude	date	location_name	number_of_smells
-0.07526120217517017	51.35306739807129	1894/01/01	Croydon	2
-0.07526120217517017	51.35306739807129	1895/01/01	Croydon	4
-0.07526120217517017	51.35306739807129	1905/01/01	Croydon	2
-0.07526120217517017	51.35306739807129	1909/01/01	Croydon	3
-0.07526120217517017	51.35306739807129	1910/01/01	Croydon	2
-0.07526120217517017	51.35306739807129	1914/01/01	Croydon	2
-0.07526120217517017	51.35306739807129	1924/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1925/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1926/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1931/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1932/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1933/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1934/01/01	Croydon	3
-0.07526120217517017	51.35306739807129	1935/01/01	Croydon	2
-0.07526120217517017	51.35306739807129	1936/01/01	Croydon	3
-0.07526120217517017	51.35306739807129	1937/01/01	Croydon	4
-0.07526120217517017	51.35306739807129	1938/01/01	Croydon	5
-0.07526120217517017	51.35306739807129	1946/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1947/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1950/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1951/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1953/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1957/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1959/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1964/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1968/01/01	Croydon	1
-0.07526120217517017	51.35306739807129	1973/01/01	Croydon	2
