longitude	latitude	date	location_name	number_of_smells
-0.052342699375003576	51.54478645324707	1857/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1858/01/01	Hackney	6
-0.052342699375003576	51.54478645324707	1859/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1860/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1861/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1862/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1864/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1868/01/01	Hackney	4
-0.052342699375003576	51.54478645324707	1871/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1872/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1875/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1876/01/01	Hackney	7
-0.052342699375003576	51.54478645324707	1877/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1878/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1879/01/01	Hackney	4
-0.052342699375003576	51.54478645324707	1880/01/01	Hackney	5
-0.052342699375003576	51.54478645324707	1881/01/01	Hackney	7
-0.052342699375003576	51.54478645324707	1882/01/01	Hackney	11
-0.052342699375003576	51.54478645324707	1883/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1884/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1886/01/01	Hackney	4
-0.052342699375003576	51.54478645324707	1887/01/01	Hackney	17
-0.052342699375003576	51.54478645324707	1888/01/01	Hackney	5
-0.052342699375003576	51.54478645324707	1889/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1890/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1891/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1892/01/01	Hackney	8
-0.052342699375003576	51.54478645324707	1893/01/01	Hackney	7
-0.052342699375003576	51.54478645324707	1894/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1895/01/01	Hackney	8
-0.052342699375003576	51.54478645324707	1897/01/01	Hackney	11
-0.052342699375003576	51.54478645324707	1898/01/01	Hackney	13
-0.052342699375003576	51.54478645324707	1899/01/01	Hackney	6
-0.052342699375003576	51.54478645324707	1900/01/01	Hackney	13
-0.052342699375003576	51.54478645324707	1901/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1902/01/01	Hackney	8
-0.052342699375003576	51.54478645324707	1903/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1904/01/01	Hackney	6
-0.052342699375003576	51.54478645324707	1905/01/01	Hackney	8
-0.052342699375003576	51.54478645324707	1907/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1908/01/01	Hackney	7
-0.052342699375003576	51.54478645324707	1909/01/01	Hackney	6
-0.052342699375003576	51.54478645324707	1910/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1911/01/01	Hackney	14
-0.052342699375003576	51.54478645324707	1912/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1913/01/01	Hackney	4
-0.052342699375003576	51.54478645324707	1914/01/01	Hackney	3
-0.052342699375003576	51.54478645324707	1921/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1922/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1924/01/01	Hackney	4
-0.052342699375003576	51.54478645324707	1925/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1926/01/01	Hackney	2
-0.052342699375003576	51.54478645324707	1928/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1963/01/01	Hackney	1
-0.052342699375003576	51.54478645324707	1964/01/01	Hackney	2
