longitude	latitude	date	location_name	number_of_smells
-0.333294540643692	51.59336280822754	1898/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1911/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1921/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1925/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1935/01/01	Harrow	2
-0.333294540643692	51.59336280822754	1936/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1937/01/01	Harrow	5
-0.333294540643692	51.59336280822754	1938/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1943/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1944/01/01	Harrow	2
-0.333294540643692	51.59336280822754	1945/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1946/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1948/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1954/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1955/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1956/01/01	Harrow	2
-0.333294540643692	51.59336280822754	1957/01/01	Harrow	2
-0.333294540643692	51.59336280822754	1958/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1959/01/01	Harrow	2
-0.333294540643692	51.59336280822754	1960/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1961/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1962/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1963/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1964/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1965/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1966/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1967/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1968/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1969/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1970/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1971/01/01	Harrow	3
-0.333294540643692	51.59336280822754	1972/01/01	Harrow	1
-0.333294540643692	51.59336280822754	1973/01/01	Harrow	1
