longitude	latitude	date	location_name	number_of_smells
-0.10867001116275787	51.4566535949707	1857/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1860/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1861/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1862/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1863/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1864/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1866/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1867/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1868/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1869/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1870/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1871/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1872/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1873/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1874/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1875/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1876/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1877/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1884/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1886/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1887/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1891/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1892/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1894/01/01	Lambeth	6
-0.10867001116275787	51.4566535949707	1898/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1899/01/01	Lambeth	5
-0.10867001116275787	51.4566535949707	1900/01/01	Lambeth	10
-0.10867001116275787	51.4566535949707	1902/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1903/01/01	Lambeth	11
-0.10867001116275787	51.4566535949707	1904/01/01	Lambeth	5
-0.10867001116275787	51.4566535949707	1905/01/01	Lambeth	5
-0.10867001116275787	51.4566535949707	1906/01/01	Lambeth	7
-0.10867001116275787	51.4566535949707	1907/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1908/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1909/01/01	Lambeth	9
-0.10867001116275787	51.4566535949707	1912/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1913/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1914/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1917/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1918/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1919/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1923/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1925/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1926/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1927/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1933/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1935/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1936/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1937/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1938/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1951/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1956/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1957/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1958/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1959/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1960/01/01	Lambeth	2
-0.10867001116275787	51.4566535949707	1961/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1962/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1963/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1964/01/01	Lambeth	5
-0.10867001116275787	51.4566535949707	1965/01/01	Lambeth	4
-0.10867001116275787	51.4566535949707	1966/01/01	Lambeth	1
-0.10867001116275787	51.4566535949707	1967/01/01	Lambeth	3
-0.10867001116275787	51.4566535949707	1968/01/01	Lambeth	1
