longitude	latitude	date	location_name	number_of_smells
-0.026297778822481632	51.51153373718262	1856/01/01	Tower Hamlets	8
-0.026297778822481632	51.51153373718262	1857/01/01	Tower Hamlets	6
-0.026297778822481632	51.51153373718262	1858/01/01	Tower Hamlets	23
-0.026297778822481632	51.51153373718262	1859/01/01	Tower Hamlets	4
-0.026297778822481632	51.51153373718262	1860/01/01	Tower Hamlets	6
-0.026297778822481632	51.51153373718262	1861/01/01	Tower Hamlets	4
-0.026297778822481632	51.51153373718262	1862/01/01	Tower Hamlets	5
-0.026297778822481632	51.51153373718262	1863/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1864/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1865/01/01	Tower Hamlets	6
-0.026297778822481632	51.51153373718262	1866/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1867/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1868/01/01	Tower Hamlets	8
-0.026297778822481632	51.51153373718262	1869/01/01	Tower Hamlets	15
-0.026297778822481632	51.51153373718262	1870/01/01	Tower Hamlets	13
-0.026297778822481632	51.51153373718262	1872/01/01	Tower Hamlets	8
-0.026297778822481632	51.51153373718262	1873/01/01	Tower Hamlets	10
-0.026297778822481632	51.51153373718262	1874/01/01	Tower Hamlets	7
-0.026297778822481632	51.51153373718262	1875/01/01	Tower Hamlets	10
-0.026297778822481632	51.51153373718262	1876/01/01	Tower Hamlets	8
-0.026297778822481632	51.51153373718262	1877/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1878/01/01	Tower Hamlets	14
-0.026297778822481632	51.51153373718262	1879/01/01	Tower Hamlets	6
-0.026297778822481632	51.51153373718262	1880/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1881/01/01	Tower Hamlets	2
-0.026297778822481632	51.51153373718262	1882/01/01	Tower Hamlets	18
-0.026297778822481632	51.51153373718262	1883/01/01	Tower Hamlets	5
-0.026297778822481632	51.51153373718262	1884/01/01	Tower Hamlets	5
-0.026297778822481632	51.51153373718262	1885/01/01	Tower Hamlets	5
-0.026297778822481632	51.51153373718262	1886/01/01	Tower Hamlets	2
-0.026297778822481632	51.51153373718262	1887/01/01	Tower Hamlets	10
-0.026297778822481632	51.51153373718262	1888/01/01	Tower Hamlets	3
-0.026297778822481632	51.51153373718262	1889/01/01	Tower Hamlets	2
-0.026297778822481632	51.51153373718262	1890/01/01	Tower Hamlets	4
