record_id,date,place,location,feature_type
b18239900,1965,Lambeth ,"London, England",nb2008016977
b1823995x,1970,Lambeth ,"London, England",nb2008016977
b18239961,1971,Lambeth ,"London, England",nb2008016977
b18249504,1908,Lambeth ,"London, England",nb2008016977
b18249516,1909,Lambeth ,"London, England",nb2008016977
b18249528,1911,Lambeth ,"London, England",nb2008016977
b18249541,1913,Lambeth ,"London, England",nb2008016977
b18249553,1914,Lambeth ,"London, England",nb2008016977
b18249565,1915,Lambeth ,"London, England",nb2008016977
b18249577,1918,Lambeth ,"London, England",nb2008016977
b19821931,1907,Lambeth ,"London, England",nb2008016977
b18249590,1901,Lambeth ,"London, England",nb2008016977
b1799889x,1894,Lambeth ,"London, England",Parish
b17998906,1895,Lambeth ,"London, England",Parish
b1799892x,1896,Lambeth ,"London, England",Parish
b18222560,1898,Lambeth ,"London, England",Parish
b18222572,1899,Lambeth ,"London, England",Parish
b18222584,1900,Lambeth ,"London, England",Parish
b18249589,1897,Lambeth ,"London, England",Parish
b19954001,1858,Lambeth ,"London, England",Parish
b19954013,1859,Lambeth ,"London, England",Parish
b19954025,1860,Lambeth ,"London, England",Parish
b19954037,1861,Lambeth ,"London, England",Parish
b19954049,1862,Lambeth ,"London, England",Parish
b19954050,1863,Lambeth ,"London, England",Parish
b19954062,1864,Lambeth ,"London, England",Parish
b19954074,1865,Lambeth ,"London, England",Parish
b19954086,1866,Lambeth ,"London, England",Parish
b19954098,1867,Lambeth ,"London, England",Parish
b19954104,1868,Lambeth ,"London, England",Parish
b19954116,1869,Lambeth ,"London, England",Parish
b19954128,1870,Lambeth ,"London, England",Parish
b1995413x,1871,Lambeth ,"London, England",Parish
b19954141,1872,Lambeth ,"London, England",Parish
b19954153,1873,Lambeth ,"London, England",Parish
b19954165,1874,Lambeth ,"London, England",Parish
b19954177,1875,Lambeth ,"London, England",Parish
b19954189,1877,Lambeth ,"London, England",Parish
b19954190,1877,Lambeth ,"London, England",Parish
b19954207,1878,Lambeth ,"London, England",Parish
b19954219,1884,Lambeth ,"London, England",Parish
b19954220,1885,Lambeth ,"London, England",Parish
b19954232,1886,Lambeth ,"London, England",Parish
b19954244,1887,Lambeth ,"London, England",Parish
b19954256,1888,Lambeth ,"London, England",Parish
b19954268,1889,Lambeth ,"London, England",Parish
b1995427x,1890,Lambeth ,"London, England",Parish
b19954281,1891,Lambeth ,"London, England",Parish
b19954293,1892,Lambeth ,"London, England",Parish
b1995430x,1893,Lambeth ,"London, England",Parish
b19885052,1897,Lee ,"London, England",
b19885064,1895,Lee ,"London, England",
b17998967,1894,Lewisham ,"London, England",Board of Works
b17998980,1895,Lewisham ,"London, England",Board of Works
b18222900,1898,Lewisham ,"London, England",Board of Works
b18245122,1857,Lewisham ,"London, England",Board of Works
b18245134,1858,Lewisham ,"London, England",Board of Works
b18245146,1897,Lewisham ,"London, England",Board of Works
b19792529,1901,Lewisham ,"London, England",Board of Works
b19954311,1859,Lewisham ,"London, England",Board of Works
b19954323,1860,Lewisham ,"London, England",Board of Works
b19954335,1861,Lewisham ,"London, England",Board of Works
b19954347,1862,Lewisham ,"London, England",Board of Works
b19954359,1863,Lewisham ,"London, England",Board of Works
b19954360,1864,Lewisham ,"London, England",Board of Works
b19954372,1865,Lewisham ,"London, England",Board of Works
b19954384,1866,Lewisham ,"London, England",Board of Works
b19954396,1867,Lewisham ,"London, England",Board of Works
b19954402,1868,Lewisham ,"London, England",Board of Works
b19954414,1869,Lewisham ,"London, England",Board of Works
b19954426,1870,Lewisham ,"London, England",Board of Works
b19954438,1871,Lewisham ,"London, England",Board of Works
b1995444x,1872,Lewisham ,"London, England",Board of Works
b19954451,1874,Lewisham ,"London, England",Board of Works
b19954463,1874,Lewisham ,"London, England",Board of Works
b19954475,1875,Lewisham ,"London, England",Board of Works
b19954487,1876,Lewisham ,"London, England",Board of Works
b19954499,1877,Lewisham ,"London, England",Board of Works
b19954505,1878,Lewisham ,"London, England",Board of Works
b19954517,1879,Lewisham ,"London, England",Board of Works
b19954529,1880,Lewisham ,"London, England",Board of Works
b19954530,1881,Lewisham ,"London, England",Board of Works
b19954542,1882,Lewisham ,"London, England",Board of Works
b19954554,1883,Lewisham ,"London, England",Board of Works
b19954566,1884,Lewisham ,"London, England",Board of Works
b19954578,1885,Lewisham ,"London, England",Board of Works
b1995458x,1886,Lewisham ,"London, England",Board of Works
b19954591,1887,Lewisham ,"London, England",Board of Works
b19954608,1888,Lewisham ,"London, England",Board of Works
b1995461x,1889,Lewisham ,"London, England",Board of Works
b19954621,1890,Lewisham ,"London, England",Board of Works
b19954633,1891,Lewisham ,"London, England",Board of Works
b19954645,1892,Lewisham ,"London, England",Board of Works
b19954657,1893,Lewisham ,"London, England",Board of Works
b19954669,1896,Lewisham ,"London, England",Board of Works
b19954670,1899,Lewisham ,"London, England",Board of Works
b19954682,1900,Lewisham ,"London, England",Board of Works
b18045108,1902,Lewisham ,"London, England",Borough
b18045121,1903,Lewisham ,"London, England",Borough
b18047269,1905,Lewisham ,"London, England",Borough
b18108970,1910,Lewisham ,"London, England",Borough
b18120611,1916,Lewisham ,"London, England",Borough
b18244634,1925,Lewisham ,"London, England",Borough
b18244658,1927,Lewisham ,"London, England",Borough
b19874406,1904,Lewisham ,"London, England",Borough
b19874418,1906,Lewisham ,"London, England",Borough
b18245043,1966,Lewisham ,"London, England",London Borough
b18245055,1967,Lewisham ,"London, England",London Borough
b18245067,1968,Lewisham ,"London, England",London Borough
b18245079,1969,Lewisham ,"London, England",London Borough
b18245080,1970,Lewisham ,"London, England",London Borough
b18245092,1971,Lewisham ,"London, England",London Borough
b18245109,1972,Lewisham ,"London, England",London Borough
b18245110,1973,Lewisham ,"London, England",London Borough
b18244592,1912,Lewisham ,"London, England",Metropolitan Borough
b18244609,1913,Lewisham ,"London, England",Metropolitan Borough
b18244610,1914,Lewisham ,"London, England",Metropolitan Borough
b18244622,1915,Lewisham ,"London, England",Metropolitan Borough
b18244646,1926,Lewisham ,"London, England",Metropolitan Borough
b18244683,1930,Lewisham ,"London, England",Metropolitan Borough
b18244725,1934,Lewisham ,"London, England",Metropolitan Borough
b18244737,1935,Lewisham ,"London, England",Metropolitan Borough
b18244749,1936,Lewisham ,"London, England",Metropolitan Borough
b18244750,1937,Lewisham ,"London, England",Metropolitan Borough
b18244762,1938,Lewisham ,"London, England",Metropolitan Borough
b18244774,1939,Lewisham ,"London, England",Metropolitan Borough
b18244786,1940,Lewisham ,"London, England",Metropolitan Borough
b18244798,1942,Lewisham ,"London, England",Metropolitan Borough
b18244804,1942,Lewisham ,"London, England",Metropolitan Borough
b18244816,1943,Lewisham ,"London, England",Metropolitan Borough
b18244828,1944,Lewisham ,"London, England",Metropolitan Borough
b18244841,1946,Lewisham ,"London, England",Metropolitan Borough
b18244853,1947,Lewisham ,"London, England",Metropolitan Borough
b18244865,1948,Lewisham ,"London, England",Metropolitan Borough
b18244877,1949,Lewisham ,"London, England",Metropolitan Borough
b18244889,1950,Lewisham ,"London, England",Metropolitan Borough
b18244890,1951,Lewisham ,"London, England",Metropolitan Borough
b18244907,1952,Lewisham ,"London, England",Metropolitan Borough
b18244919,1953,Lewisham ,"London, England",Metropolitan Borough
b18244920,1954,Lewisham ,"London, England",Metropolitan Borough
b18244932,1955,Lewisham ,"London, England",Metropolitan Borough
b18244944,1956,Lewisham ,"London, England",Metropolitan Borough
b18244956,1957,Lewisham ,"London, England",Metropolitan Borough
b18244968,1958,Lewisham ,"London, England",Metropolitan Borough
b18244981,1960,Lewisham ,"London, England",Metropolitan Borough
b18244993,1961,Lewisham ,"London, England",Metropolitan Borough
b18245006,1962,Lewisham ,"London, England",Metropolitan Borough
b18245018,1963,Lewisham ,"London, England",Metropolitan Borough
b1824502x,1964,Lewisham ,"London, England",Metropolitan Borough
b18245031,1965,Lewisham ,"London, England",Metropolitan Borough
b19792499,1907,Lewisham ,"London, England",Metropolitan Borough
b19792505,1908,Lewisham ,"London, England",Metropolitan Borough
b19792517,1909,Lewisham ,"London, England",Metropolitan Borough
b19792803,1934,Leyton ,"London, England",Municipal Borough
b19792827,1936,Leyton ,"London, England",Municipal Borough
b19792839,1937,Leyton ,"London, England",Municipal Borough
b19792840,1939,Leyton ,"London, England",Municipal Borough
b19792852,1940,Leyton ,"London, England",Municipal Borough
b19792864,1941,Leyton ,"London, England",Municipal Borough
b19792876,1942,Leyton ,"London, England",Municipal Borough
b19792888,1943,Leyton ,"London, England",Municipal Borough
b1979289x,1944,Leyton ,"London, England",Municipal Borough
b19792906,1945,Leyton ,"London, England",Municipal Borough
b19792918,1946,Leyton ,"London, England",Municipal Borough
b1979292x,1947,Leyton ,"London, England",Municipal Borough
b19792931,1948,Leyton ,"London, England",Municipal Borough
b19792943,1949,Leyton ,"London, England",Municipal Borough
b19792955,1950,Leyton ,"London, England",Municipal Borough
b19792967,1951,Leyton ,"London, England",Municipal Borough
b19792979,1952,Leyton ,"London, England",Municipal Borough
b19792980,1953,Leyton ,"London, England",Municipal Borough
b19792992,1954,Leyton ,"London, England",Municipal Borough
b19793005,1955,Leyton ,"London, England",Municipal Borough
b19793017,1956,Leyton ,"London, England",Municipal Borough
b19793029,1957,Leyton ,"London, England",Municipal Borough
b19793030,1958,Leyton ,"London, England",Municipal Borough
b19793042,1959,Leyton ,"London, England",Municipal Borough
b19793054,1960,Leyton ,"London, England",Municipal Borough
b19793066,1961,Leyton ,"London, England",Municipal Borough
b19793078,1962,Leyton ,"London, England",Municipal Borough
b1979308x,1963,Leyton ,"London, England",Municipal Borough
b19793091,1964,Leyton ,"London, England",Municipal Borough
b19793108,1965,Leyton ,"London, England",Municipal Borough
b19823885,1938,Leyton ,"London, England",Municipal Borough
b19792530,1896,Leyton ,"London, England",Urban District Council
b19792542,1897,Leyton ,"London, England",Urban District Council
b19792554,1898,Leyton ,"London, England",Urban District Council
b19792566,1899,Leyton ,"London, England",Urban District Council
b19792578,1904,Leyton ,"London, England",Urban District Council
b1979258x,1905,Leyton ,"London, England",Urban District Council
b19792591,1906,Leyton ,"London, England",Urban District Council
b19792608,1907,Leyton ,"London, England",Urban District Council
b1979261x,1909,Leyton ,"London, England",Urban District Council
b19792621,1910,Leyton ,"London, England",Urban District Council
b19792633,1912,Leyton ,"London, England",Urban District Council
b19792645,1914,Leyton ,"London, England",Urban District Council
b19792657,1915,Leyton ,"London, England",Urban District Council
b19792669,1916,Leyton ,"London, England",Urban District Council
b19792670,1919,Leyton ,"London, England",Urban District Council
b19792682,1920,Leyton ,"London, England",Urban District Council
b19792694,1921,Leyton ,"London, England",Urban District Council
b19792700,1922,Leyton ,"London, England",Urban District Council
b19792712,1924,Leyton ,"London, England",Urban District Council
b19792724,1926,Leyton ,"London, England",Urban District Council
b19823873,1918,Leyton ,"London, England",Urban District Council
b19954700,1860,Limehouse ,"London, England",Board of Works
b19954712,1861,Limehouse ,"London, England",Board of Works
b19954797,1869,Limehouse ,"London, England",Board of Works
b18223084,1898,Limehouse ,"London, England",Board of Works
b18223096,1899,Limehouse ,"London, England",Board of Works
b18223114,1900,Limehouse ,"London, England",Board of Works
b19885088,1897,Limehouse ,"London, England",Board of Works
b19954694,1859,Limehouse ,"London, England",Board of Works
b19954724,1862,Limehouse ,"London, England",Board of Works
b19954736,1863,Limehouse ,"London, England",Board of Works
b19954748,1864,Limehouse ,"London, England",Board of Works
b1995475x,1865,Limehouse ,"London, England",Board of Works
b19954761,1866,Limehouse ,"London, England",Board of Works
b19954773,1867,Limehouse ,"London, England",Board of Works
b19954785,1868,Limehouse ,"London, England",Board of Works
b19954803,1870,Limehouse ,"London, England",Board of Works
b19954815,1871,Limehouse ,"London, England",Board of Works
b19954827,1872,Limehouse ,"London, England",Board of Works
b19954839,1873,Limehouse ,"London, England",Board of Works
b19954840,1874,Limehouse ,"London, England",Board of Works
b19954852,1875,Limehouse ,"London, England",Board of Works
b19954864,1876,Limehouse ,"London, England",Board of Works
b19954876,1877,Limehouse ,"London, England",Board of Works
b19954888,1878,Limehouse ,"London, England",Board of Works
b1995489x,1879,Limehouse ,"London, England",Board of Works
b19954906,1880,Limehouse ,"London, England",Board of Works
b19954918,1881,Limehouse ,"London, England",Board of Works
b1995492x,1882,Limehouse ,"London, England",Board of Works
b19954931,1883,Limehouse ,"London, England",Board of Works
b19954943,1884,Limehouse ,"London, England",Board of Works
b19954955,1885,Limehouse ,"London, England",Board of Works
b19954967,1886,Limehouse ,"London, England",Board of Works
b19954979,1887,Limehouse ,"London, England",Board of Works
b19954980,1888,Limehouse ,"London, England",Board of Works
b19954992,1889,Limehouse ,"London, England",Board of Works
b19955005,1890,Limehouse ,"London, England",Board of Works
b19955017,1891,Limehouse ,"London, England",Board of Works
b19955029,1892,Limehouse ,"London, England",Board of Works
b19955030,1893,Limehouse ,"London, England",Board of Works
b19955042,1894,Limehouse ,"London, England",Board of Works
b19955054,1895,Limehouse ,"London, England",Board of Works
b19955066,1896,Limehouse ,"London, England",Board of Works
b19884084,1976,London ,England,Port & City Council
b19884096,1977,London ,England,Port & City Council
b19884102,1978,London ,England,Port & City Council
b19884114,1979,London ,England,Port & City Council
b19884795,1964,London ,England,Port & City Council
b19884801,1965,London ,England,Port & City Council
b19884813,1966,London ,England,Port & City Council
b19884308,1914,London ,England,Port Health Authority
b19884321,1916,London ,England,Port Health Authority
b19884333,1917,London ,England,Port Health Authority
b19884345,1918,London ,England,Port Health Authority
b19884357,1919,London ,England,Port Health Authority
b19884369,1920,London ,England,Port Health Authority
b19884370,1922,London ,England,Port Health Authority
b19884382,1923,London ,England,Port Health Authority
b19884394,1924,London ,England,Port Health Authority
b19884400,1925,London ,England,Port Health Authority
b19884412,1926,London ,England,Port Health Authority
b19884424,1927,London ,England,Port Health Authority
b19884436,1928,London ,England,Port Health Authority
b19884448,1929,London ,England,Port Health Authority
b19884461,1931,London ,England,Port Health Authority
b19884473,1932,London ,England,Port Health Authority
b19884485,1933,London ,England,Port Health Authority
b19884497,1934,London ,England,Port Health Authority
b19884503,1935,London ,England,Port Health Authority
b19884515,1936,London ,England,Port Health Authority
b19884527,1937,London ,England,Port Health Authority
b19884539,1938,London ,England,Port Health Authority
b19884540,1939,London ,England,Port Health Authority
b19884552,1940,London ,England,Port Health Authority
b19884564,1941,London ,England,Port Health Authority
b19884576,1942,London ,England,Port Health Authority
b19884588,1943,London ,England,Port Health Authority
b19884618,1946,London ,England,Port Health Authority
b19884631,1948,London ,England,Port Health Authority
b19884643,1949,London ,England,Port Health Authority
b19884655,1950,London ,England,Port Health Authority
b19884667,1951,London ,England,Port Health Authority
b19884679,1952,London ,England,Port Health Authority
b19884680,1953,London ,England,Port Health Authority
b19884692,1954,London ,England,Port Health Authority
b19884709,1955,London ,England,Port Health Authority
b19884710,1956,London ,England,Port Health Authority
b19884722,1957,London ,England,Port Health Authority
b19884734,1958,London ,England,Port Health Authority
b19884746,1959,London ,England,Port Health Authority
b19884758,1960,London ,England,Port Health Authority
b19884771,1962,London ,England,Port Health Authority
b19884783,1963,London ,England,Port Health Authority
b19884825,1967,London ,England,Port Health Authority
b19884837,1968,London ,England,Port Health Authority
b19884849,1970,London ,England,Port Health Authority
b19884850,1971,London ,England,Port Health Authority
b19884862,1971,London ,England,Port Health Authority
b19884874,1972,London ,England,Port Health Authority
b19884886,1973,London ,England,Port Health Authority
b19884898,1974,London ,England,Port Health Authority
b19884126,1888,London ,England,Port Health Committee
b19884138,1889,London ,England,Port Health Committee
b19884151,1891,London ,England,Port Health Committee
b19884163,1892,London ,England,Port Health Committee
b19884205,1902,London ,England,Port Health Committee
b19884217,1903,London ,England,Port Health Committee
b19884229,1904,London ,England,Port Health Committee
b19884230,1905,London ,England,Port Health Committee
b19884242,1906,London ,England,Port Health Committee
b19884254,1907,London ,England,Port Health Committee
b18197309,1915,London County Council ,"London, England",County of London
b18244105,1921,London County Council ,"London, England",County of London
b18252412,1893,London County Council ,"London, England",County of London
b18252424,1894,London County Council ,"London, England",County of London
b18252436,1895,London County Council ,"London, England",County of London
b18252448,1896,London County Council ,"London, England",County of London
b1825245x,1897,London County Council ,"London, England",County of London
b18252461,1898,London County Council ,"London, England",County of London
b18252473,1899,London County Council ,"London, England",County of London
b18252485,1900,London County Council ,"London, England",County of London
b18252497,1901,London County Council ,"London, England",County of London
b18252503,1902,London County Council ,"London, England",County of London
b18252515,1903,London County Council ,"London, England",County of London
b18252527,1904,London County Council ,"London, England",County of London
b18252539,1905,London County Council ,"London, England",County of London
b18252540,1906,London County Council ,"London, England",County of London
b18252552,1907,London County Council ,"London, England",County of London
b18252564,1908,London County Council ,"London, England",County of London
b18252576,1909,London County Council ,"London, England",County of London
b18252588,1910,London County Council ,"London, England",County of London
b1825259x,1911,London County Council ,"London, England",County of London
b18252606,1913,London County Council ,"London, England",County of London
b18252618,1913,London County Council ,"London, England",County of London
b1825262x,1914,London County Council ,"London, England",County of London
b18252631,1916,London County Council ,"London, England",County of London
b18252643,1917,London County Council ,"London, England",County of London
b18252655,1918,London County Council ,"London, England",County of London
b18252667,1919,London County Council ,"London, England",County of London
b18252679,1920,London County Council ,"London, England",County of London
b18252680,1922,London County Council ,"London, England",County of London
b18252692,1923,London County Council ,"London, England",County of London
b18252709,1924,London County Council ,"London, England",County of London
b18252710,1925,London County Council ,"London, England",County of London
b18252722,1926,London County Council ,"London, England",County of London
b18252734,1927,London County Council ,"London, England",County of London
b18252746,1928,London County Council ,"London, England",County of London
b18252758,1929,London County Council ,"London, England",County of London
b1825276x,    ,London County Council ,"London, England",County of London
b18252771,1931,London County Council ,"London, England",County of London
b18252783,1932,London County Council ,"London, England",County of London
b18252795,1933,London County Council ,"London, England",County of London
b18252801,1934,London County Council ,"London, England",County of London
b18252813,1935,London County Council ,"London, England",County of London
b18252825,1936,London County Council ,"London, England",County of London
b18252837,1937,London County Council ,"London, England",County of London
b18252849,1938,London County Council ,"London, England",County of London
b18252850,1939,London County Council ,"London, England",County of London
b18252862,1941,London County Council ,"London, England",County of London
b18252874,1943,London County Council ,"London, England",County of London
b18252886,1945,London County Council ,"London, England",County of London
b18252898,1946,London County Council ,"London, England",County of London
b18252904,1947,London County Council ,"London, England",County of London
b18252928,1949,London County Council ,"London, England",County of London
b1825293x,1950,London County Council ,"London, England",County of London
b18252941,1951,London County Council ,"London, England",County of London
b18252953,1952,London County Council ,"London, England",County of London
b18252965,1953,London County Council ,"London, England",County of London
b18252977,1954,London County Council ,"London, England",County of London
b18252989,1955,London County Council ,"London, England",County of London
b18252990,1956,London County Council ,"London, England",County of London
b18253003,1957,London County Council ,"London, England",County of London
b18253015,1958,London County Council ,"London, England",County of London
b18253027,1959,London County Council ,"London, England",County of London
b18253039,1960,London County Council ,"London, England",County of London
b18253040,1961,London County Council ,"London, England",County of London
b18253052,1962,London County Council ,"London, England",County of London
b18253064,1963,London County Council ,"London, England",County of London
b18253076,1964,London County Council ,"London, England",County of London
b18253088,1966,London County Council ,"London, England",County of London
b1988297x,1938,Malden and Coombe ,England,Borough Council
b19882981,1939,Malden and Coombe ,England,Borough Council
b19882993,1940,Malden and Coombe ,England,Borough Council
b19883006,1941,Malden and Coombe ,England,Borough Council
b19883018,1942,Malden and Coombe ,England,Borough Council
b1988302x,1943,Malden and Coombe ,England,Borough Council
b19883031,1944,Malden and Coombe ,England,Borough Council
b19883043,1945,Malden and Coombe ,England,Borough Council
b19883055,1946,Malden and Coombe ,England,Borough Council
b19883067,1947,Malden and Coombe ,England,Borough Council
b19883079,1947,Malden and Coombe ,England,Borough Council
b19883080,1949,Malden and Coombe ,England,Borough Council
b19883092,1950,Malden and Coombe ,England,Borough Council
b19883109,1951,Malden and Coombe ,England,Borough Council
b19883110,1952,Malden and Coombe ,England,Borough Council
b19883122,1953,Malden and Coombe ,England,Borough Council
b19883134,1954,Malden and Coombe ,England,Borough Council
b19883146,1955,Malden and Coombe ,England,Borough Council
b19883158,1956,Malden and Coombe ,England,Borough Council
b1988316x,1957,Malden and Coombe ,England,Borough Council
b19883171,1958,Malden and Coombe ,England,Borough Council
b19883183,1959,Malden and Coombe ,England,Borough Council
b19883195,1960,Malden and Coombe ,England,Borough Council
b19883201,1961,Malden and Coombe ,England,Borough Council
b19883213,1962,Malden and Coombe ,England,Borough Council
b19883225,1963,Malden and Coombe ,England,Borough Council
b19883237,1964,Malden and Coombe ,England,Borough Council
b19883249,1965,Malden and Coombe ,England,Borough Council
b19970110,1896,Malden and Coombe ,England,Urban District Council
b19970122,1904,Malden and Coombe ,England,Urban District Council
b1997016x,1910,Malden and Coombe ,England,Urban District Council
b19970171,1915,Malden and Coombe ,England,Urban District Council
b19970183,1924,Malden and Coombe ,England,Urban District Council
b19975648,1909,Malden and Coombe ,England,Urban District Council
b19882816,1966,Merton ,"London, England",Borough Council
b19882828,1967,Merton ,"London, England",Borough Council
b1988283x,1968,Merton ,"London, England",Borough Council
b19882841,1969,Merton ,"London, England",Borough Council
b19882853,1970,Merton ,"London, England",Borough Council
b19882865,1971,Merton ,"London, England",Borough Council
b19882877,1972,Merton ,"London, England",Borough Council
b19882889,1973,Merton ,"London, England",Borough Council
b19882890,1974,Merton ,"London, England",Borough Council
b19970237,1909,Merton ,"London, England",Urban District Council
b19970249,1910,Merton ,"London, England",Urban District Council
b19882634,1938,Merton and Morden ,England,Urban District Council
b19882646,1939,Merton and Morden ,England,Urban District Council
b19882658,1940,Merton and Morden ,England,Urban District Council
b1988266x,1943,Merton and Morden ,England,Urban District Council
b19882671,1944,Merton and Morden ,England,Urban District Council
b19882683,1945,Merton and Morden ,England,Urban District Council
b19882695,1946,Merton and Morden ,England,Urban District Council
b19882701,1947,Merton and Morden ,England,Urban District Council
b19882713,1948,Merton and Morden ,England,Urban District Council
b19882725,1949,Merton and Morden ,England,Urban District Council
b19882737,1950,Merton and Morden ,England,Urban District Council
b19882749,1951,Merton and Morden ,England,Urban District Council
b19882750,1952,Merton and Morden ,England,Urban District Council
b19882762,1953,Merton and Morden ,England,Urban District Council
b19882774,1954,Merton and Morden ,England,Urban District Council
b19882786,1955,Merton and Morden ,England,Urban District Council
b19882798,1963,Merton and Morden ,England,Urban District Council
b19882804,1964,Merton and Morden ,England,Urban District Council
b19970195,1914,Merton and Morden ,England,Urban District Council
b19970201,1921,Merton and Morden ,England,Urban District Council
b19970213,1924,Merton and Morden ,England,Urban District Council
b19970225,1926,Merton and Morden ,England,Urban District Council
b18018464,1895,Middle Temple ,"London, England",Sanitary Authority
b1988204x,1935,Mitcham ,"London, England",Borough Council
b19882051,1936,Mitcham ,"London, England",Borough Council
b19882063,1937,Mitcham ,"London, England",Borough Council
b19882075,1938,Mitcham ,"London, England",Borough Council
b19882087,1939,Mitcham ,"London, England",Borough Council
b19882099,1940,Mitcham ,"London, England",Borough Council
b19882105,1942,Mitcham ,"London, England",Borough Council
b19882117,1942,Mitcham ,"London, England",Borough Council
b19882129,1943,Mitcham ,"London, England",Borough Council
b19882130,1944,Mitcham ,"London, England",Borough Council
b19882142,1945,Mitcham ,"London, England",Borough Council
b19882154,1946,Mitcham ,"London, England",Borough Council
b19882166,1947,Mitcham ,"London, England",Borough Council
b19882178,1948,Mitcham ,"London, England",Borough Council
b1988218x,1949,Mitcham ,"London, England",Borough Council
b19882191,1950,Mitcham ,"London, England",Borough Council
b19882208,1951,Mitcham ,"London, England",Borough Council
b1988221x,1952,Mitcham ,"London, England",Borough Council
b19882221,1952,Mitcham ,"London, England",Borough Council
b19882233,1954,Mitcham ,"London, England",Borough Council
b19882245,1955,Mitcham ,"London, England",Borough Council
b19882257,1956,Mitcham ,"London, England",Borough Council
b19882269,1957,Mitcham ,"London, England",Borough Council
b19882270,1958,Mitcham ,"London, England",Borough Council
b19882282,1959,Mitcham ,"London, England",Borough Council
b19882294,1960,Mitcham ,"London, England",Borough Council
b19882300,1961,Mitcham ,"London, England",Borough Council
b19882312,1962,Mitcham ,"London, England",Borough Council
b19882324,1963,Mitcham ,"London, England",Borough Council
b19882336,1964,Mitcham ,"London, England",Borough Council
b19882348,1965,Mitcham ,"London, England",Borough Council
b19882026,1933,Mitcham ,"London, England",Urban District Council
b19882038,1934,Mitcham ,"London, England",Urban District Council
b19970250,1924,Mitcham ,"London, England",Urban District Council
b19883250,1971,Newham ,"London, England",Council
b1799908x,1894,Newington ,"London, England",Parish
b17999108,1895,Newington ,"London, England",Parish
b1799911x,1896,Newington ,"London, England",Parish
b18220666,1899,Newington ,"London, England",Parish
b18220678,1900,Newington ,"London, England",Parish
b1979311x,1938,Orpington ,"London, England",Urban District Council
b19793121,1939,Orpington ,"London, England",Urban District Council
b19793133,1940,Orpington ,"London, England",Urban District Council
b19793145,1941,Orpington ,"London, England",Urban District Council
b19793157,1942,Orpington ,"London, England",Urban District Council
b19793169,1943,Orpington ,"London, England",Urban District Council
b19793170,1944,Orpington ,"London, England",Urban District Council
b19793182,1945,Orpington ,"London, England",Urban District Council
b19793194,1946,Orpington ,"London, England",Urban District Council
b19793200,1947,Orpington ,"London, England",Urban District Council
b19793212,1948,Orpington ,"London, England",Urban District Council
b19793224,1949,Orpington ,"London, England",Urban District Council
b19793236,1950,Orpington ,"London, England",Urban District Council
b19793248,1951,Orpington ,"London, England",Urban District Council
b1979325x,1952,Orpington ,"London, England",Urban District Council
b19793261,1953,Orpington ,"London, England",Urban District Council
b19793273,1954,Orpington ,"London, England",Urban District Council
b19793285,1955,Orpington ,"London, England",Urban District Council
b19793297,1956,Orpington ,"London, England",Urban District Council
b19793303,1957,Orpington ,"London, England",Urban District Council
b19793315,1958,Orpington ,"London, England",Urban District Council
b19793327,1959,Orpington ,"London, England",Urban District Council
b19793339,1960,Orpington ,"London, England",Urban District Council
b19793340,1961,Orpington ,"London, England",Urban District Council
b19793352,1962,Orpington ,"London, England",Urban District Council
b19793364,1963,Orpington ,"London, England",Urban District Council
b19793376,1964,Orpington ,"London, England",Urban District Council
b19793388,1965,Orpington ,"London, England",Urban District Council
b20274440,1894,Orsett ,England,Rural District Council
b20274452,1895,Orsett ,England,Rural District Council
b20274464,1896,Orsett ,England,Rural District Council
b20274476,1903,Orsett ,England,Rural District Council
b20274671,1903,Orsett ,England,Rural District Council
b20274683,1904,Orsett ,England,Rural District Council
b20274701,1906,Orsett ,England,Rural District Council
b20274713,1907,Orsett ,England,Rural District Council
b20274725,1926,Orsett ,England,Rural District Council
b20274737,1932,Orsett ,England,Rural District Council
b20274749,1934,Orsett ,England,Rural District Council
b20274750,1936,Orsett ,England,Rural District Council
b18045133,1902,Paddington ,"London, England",Metropolitan Borough
b18111543,1910,Paddington ,"London, England",Metropolitan Borough
b18121494,1915,Paddington ,"London, England",Metropolitan Borough
b1824516x,1901,Paddington ,"London, England",Metropolitan Borough
b18245171,1903,Paddington ,"London, England",Metropolitan Borough
b18245183,1904,Paddington ,"London, England",Metropolitan Borough
b18245195,1905,Paddington ,"London, England",Metropolitan Borough
b18245201,1906,Paddington ,"London, England",Metropolitan Borough
b18245213,1907,Paddington ,"London, England",Metropolitan Borough
b18245225,1908,Paddington ,"London, England",Metropolitan Borough
b18245237,1909,Paddington ,"London, England",Metropolitan Borough
b18245249,1911,Paddington ,"London, England",Metropolitan Borough
b18245250,1912,Paddington ,"London, England",Metropolitan Borough
b18245262,1913,Paddington ,"London, England",Metropolitan Borough
b18245274,1914,Paddington ,"London, England",Metropolitan Borough
b18245286,1915,Paddington ,"London, England",Metropolitan Borough
b18245298,1921,Paddington ,"London, England",Metropolitan Borough
b18245304,1922,Paddington ,"London, England",Metropolitan Borough
b18245316,1923,Paddington ,"London, England",Metropolitan Borough
b18245328,1924,Paddington ,"London, England",Metropolitan Borough
b1824533x,1926,Paddington ,"London, England",Metropolitan Borough
b18245341,1927,Paddington ,"London, England",Metropolitan Borough
